@relation bank-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-V-weka.filters.supervised.instance.SMOTE-C0-K3-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K3-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K3-P93.0-S1-weka.filters.unsupervised.instance.Randomize-S42

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute y {no,yes}

@data
43.472414,technician,single,secondary,no,225.410881,no,no,cellular,27.275428,apr,255.606308,1.385358,-1,0,yes
27,self-employed,single,secondary,no,50,no,no,cellular,29,jan,168,1,-1,0,no
45.928053,management,married,secondary,no,2591.472655,no,no,cellular,9.228544,feb,302.548834,3.444105,56.506215,1.860192,yes
55,blue-collar,divorced,secondary,no,1613,yes,no,cellular,3,apr,296,1,270,3,yes
77,retired,divorced,tertiary,no,4659,no,no,cellular,14,apr,161,1,-1,0,yes
31,blue-collar,single,primary,no,-502,yes,no,unknown,29,may,76,4,-1,0,no
38,unemployed,married,tertiary,no,1449,no,no,unknown,26,may,535,6,-1,0,no
55,blue-collar,married,secondary,no,383,no,no,unknown,5,may,287,1,-1,0,no
34,management,single,tertiary,no,6766,no,no,cellular,28,aug,210,5,-1,0,no
34,technician,single,secondary,no,201,no,no,cellular,22,jul,257,2,-1,0,no
58,blue-collar,married,primary,no,781,yes,no,cellular,15,may,74,2,-1,0,no
43.19594,management,single,tertiary,no,5275.171394,no,no,cellular,20.944257,oct,188.589072,6.17618,23.422967,0.590302,yes
40.398522,technician,married,secondary,no,522.813969,no,no,cellular,9.330458,oct,153.630508,1.968026,-1,0,yes
43.624102,technician,divorced,tertiary,no,1240.333981,no,no,cellular,17.515197,aug,721.106196,3.124207,-1,0,yes
39,blue-collar,married,secondary,no,1439,yes,no,telephone,28,jul,73,6,-1,0,no
32,technician,single,tertiary,no,930,no,no,cellular,27,aug,85,7,-1,0,no
45,management,married,tertiary,no,-192,yes,no,cellular,6,may,138,3,-1,0,no
57,technician,married,secondary,no,839,no,yes,unknown,5,may,225,1,-1,0,no
80,management,married,primary,no,6483,no,no,telephone,19,oct,123,1,-1,0,no
29.489055,management,married,tertiary,no,2601.674972,no,no,cellular,8.006249,may,443.389388,2.700263,19.213586,1.548157,yes
36,management,married,primary,no,3953,yes,no,cellular,19,nov,277,1,-1,0,no
57.259744,technician,married,secondary,no,258.990533,no,no,cellular,11.988744,oct,413.578689,1.023498,77.72133,0.878942,yes
55.965547,services,single,secondary,no,352.68534,no,no,cellular,20.288999,may,1062.645122,3.534626,-1,0,yes
28.316938,services,single,secondary,no,137.585012,no,no,cellular,5.254859,jun,337.354001,2.123968,149.368478,3.186673,yes
44.411474,management,married,secondary,no,4119.567735,no,no,cellular,9.925792,oct,894.2498,1.582564,14.03897,1.190611,yes
37.667772,management,married,tertiary,no,1000.528833,no,no,cellular,17.609695,oct,271.570241,1,93.004589,2.48569,yes
40,services,married,secondary,no,51,yes,no,cellular,11,may,50,1,-1,0,no
47.349132,management,married,tertiary,no,1210.836975,no,no,cellular,3.231705,jun,358.5449,2.03582,-1,0,yes
42.312681,management,married,tertiary,no,5252.721538,no,no,cellular,26.362598,oct,433.516729,3.323003,-1,0,yes
27.663425,management,single,tertiary,no,804.58753,yes,no,cellular,18.381647,may,564.805614,1,-1,0,yes
53,management,married,tertiary,no,4,no,no,unknown,20,jun,19,6,-1,0,no
69.097049,self-employed,married,tertiary,no,4673.642664,no,no,cellular,12.188642,apr,199.864606,1,-1,0,yes
43.296822,self-employed,divorced,tertiary,no,1348.489525,no,no,cellular,21.612147,aug,719.383649,2.158114,-1,0,yes
31.974223,unemployed,married,primary,no,3351.174746,no,no,cellular,9.013342,apr,263.082386,1.594919,48.644672,0.689768,yes
29,management,single,tertiary,no,0,no,no,unknown,16,may,16,25,-1,0,no
38,technician,married,tertiary,no,1161,yes,no,unknown,8,may,665,1,-1,0,no
46.453444,blue-collar,married,secondary,no,2008.596084,no,no,cellular,8.951114,may,758.929968,2,-1,0,yes
26,self-employed,single,tertiary,no,1153,no,no,cellular,4,may,238,3,-1,0,no
42.563254,management,married,tertiary,no,1222.604823,no,no,cellular,12.086991,jun,357.561453,2.121132,-1,0,yes
56,housemaid,married,tertiary,no,1922,yes,no,cellular,24,jul,247,2,-1,0,no
45,management,married,tertiary,no,3370,no,no,unknown,12,jun,36,3,-1,0,no
27,admin.,single,tertiary,no,3672,yes,no,cellular,15,may,157,2,351,5,no
58,self-employed,married,primary,no,1013,yes,no,cellular,11,aug,206,1,461,1,yes
59.606045,admin.,married,secondary,no,442.46074,no,no,cellular,6.60225,apr,593.377945,1,-1,0,yes
59.008349,management,married,tertiary,no,1.130989,no,no,cellular,10.725903,oct,228.288707,1.407289,120.145204,3.289965,yes
49.677456,unemployed,married,secondary,no,2937.536434,no,no,cellular,20.087125,aug,840.195413,8.695841,-1,0,yes
52,blue-collar,married,primary,no,1141,yes,no,cellular,12,may,22,5,-1,0,no
40,services,married,tertiary,no,35,no,no,cellular,3,jul,318,4,317,3,no
32,services,single,secondary,no,0,no,yes,cellular,11,jul,333,2,-1,0,no
35.030813,services,married,primary,no,231.051356,yes,no,cellular,19.965697,may,1004.554501,2.731232,-1,0,yes
37.0468,admin.,married,secondary,no,71.308105,yes,no,cellular,21.936914,oct,242.690284,1.948078,353.257358,2.035448,yes
49,blue-collar,married,secondary,no,322,no,no,cellular,14,aug,356,2,-1,0,no
27,services,divorced,secondary,no,10,yes,no,cellular,22,jul,527,1,-1,0,no
24.35856,blue-collar,married,secondary,no,181.529528,yes,no,cellular,16.787241,may,485.774452,1,-1,0,yes
34.842079,management,married,tertiary,no,-34.365702,yes,no,cellular,11.917754,apr,584.150372,1,262.500047,1,yes
34,blue-collar,married,secondary,no,8309,yes,yes,cellular,19,nov,50,1,-1,0,no
34,blue-collar,single,secondary,no,215,no,no,cellular,3,mar,350,3,-1,0,yes
38,technician,married,tertiary,no,432,yes,no,cellular,15,may,10,2,373,1,no
29.387397,admin.,married,secondary,no,898.423895,no,no,cellular,5.169048,oct,388.874746,1.036607,-1,0,yes
26,services,single,secondary,no,50,yes,no,cellular,12,aug,153,1,-1,0,no
48.748267,unemployed,married,secondary,no,2043.720376,no,no,cellular,6.015285,may,453.525955,1.166207,160.482524,1.257264,yes
31,blue-collar,single,secondary,no,16,no,no,cellular,7,jul,387,1,-1,0,no
31.583293,management,married,tertiary,no,7.587887,no,no,cellular,12.149338,may,387.480534,3.694193,-1,0,yes
52.070697,retired,divorced,primary,no,221.476774,no,no,cellular,20.390134,oct,165.966979,1,-1,0,yes
46,admin.,married,secondary,no,22,yes,no,cellular,7,aug,414,4,-1,0,no
23,services,married,secondary,no,-19,yes,no,unknown,20,jun,13,10,-1,0,no
35,management,single,tertiary,no,2988,yes,no,cellular,25,may,179,1,-1,0,no
32,services,married,secondary,no,55,yes,no,unknown,15,may,546,9,-1,0,no
27,self-employed,married,secondary,no,-220,yes,no,unknown,26,may,138,2,-1,0,no
48,technician,married,secondary,no,1526,no,no,cellular,6,aug,273,2,-1,0,no
51,blue-collar,divorced,secondary,no,78,yes,no,unknown,27,may,723,2,-1,0,no
66,retired,married,primary,no,206,no,no,cellular,9,feb,479,1,-1,0,yes
51.223116,management,divorced,secondary,no,1685.865941,no,no,cellular,12.018923,may,446.327277,3.088337,364.943731,8.683916,yes
38,self-employed,married,secondary,no,746,no,no,unknown,20,jun,256,3,-1,0,no
50.152708,admin.,married,secondary,no,31.903758,no,no,cellular,18.073068,oct,229.682493,2.15211,-1,0,yes
32,technician,single,secondary,no,271,yes,no,cellular,13,may,80,2,268,2,no
55,entrepreneur,married,secondary,no,8104,no,no,cellular,6,feb,213,2,-1,0,no
30.476957,unemployed,married,secondary,no,648.257862,yes,no,cellular,18.829216,may,1442.256685,1.999489,129.283236,1.633142,yes
30,technician,married,tertiary,no,1570,yes,no,cellular,26,may,260,1,-1,0,no
33,self-employed,single,tertiary,no,61,no,no,cellular,19,aug,836,3,-1,0,yes
36,admin.,single,secondary,no,0,no,no,cellular,20,apr,637,1,-1,0,no
42,blue-collar,divorced,secondary,no,47,yes,yes,unknown,8,may,141,1,-1,0,no
78.768885,retired,married,tertiary,no,8558.839018,no,no,telephone,18.025678,jun,322.11031,2,258.771724,1.445106,yes
34,blue-collar,single,primary,no,464,yes,no,cellular,18,may,173,1,299,2,no
31.350691,technician,single,secondary,no,2309.525173,no,no,cellular,6.39053,feb,124.219749,1.326272,19.999456,0.907874,yes
38,self-employed,single,tertiary,no,917,yes,no,unknown,23,may,260,1,-1,0,no
33,management,divorced,tertiary,yes,280,no,yes,cellular,18,nov,155,1,-1,0,no
52,management,single,tertiary,no,4,no,yes,cellular,28,jul,30,9,-1,0,no
32,technician,single,tertiary,no,705,yes,no,cellular,20,apr,20,4,-1,0,no
39.544245,technician,single,secondary,no,7106.304312,no,no,cellular,12.32983,aug,718.362338,2.97117,306.079056,1.980592,yes
29,blue-collar,married,unknown,no,486,yes,no,cellular,6,may,422,1,363,1,no
44.406908,management,single,primary,no,1312.486561,no,no,unknown,13.384997,jun,1497.514695,1,-1,0,yes
35,management,married,secondary,no,839,yes,no,unknown,23,may,50,3,-1,0,no
46.634447,management,married,secondary,no,3590.966702,no,no,cellular,21.91425,nov,305.876931,1.846395,169.637969,1.024007,yes
37,admin.,divorced,tertiary,no,4303,yes,no,unknown,23,may,168,1,-1,0,no
34,management,married,tertiary,no,180,no,no,cellular,16,jun,298,3,-1,0,no
66.278474,management,married,secondary,no,-19.833919,yes,no,cellular,16.982635,may,647.903671,1.193217,204.895052,1,yes
33.443039,technician,married,secondary,no,262.572436,no,no,cellular,29.800954,oct,433.227144,1,120.147734,1,yes
33,management,married,tertiary,no,752,yes,no,cellular,11,aug,104,4,-1,0,no
45,admin.,married,secondary,no,644,no,yes,telephone,22,jul,92,1,-1,0,no
59.411013,technician,married,secondary,no,6614.412931,no,no,cellular,24.341151,may,475.529047,1.800402,29.92308,0.034293,yes
59,management,divorced,tertiary,no,7813,yes,no,cellular,21,nov,75,1,-1,0,no
58,blue-collar,married,primary,no,309,no,no,cellular,19,aug,156,2,-1,0,no
33.152952,management,single,tertiary,no,6.776654,no,no,cellular,13.907083,apr,99.363064,2.73126,-1,0,yes
33.156358,retired,married,tertiary,no,662.81846,yes,no,cellular,10.263098,may,351.853497,1.995573,-1,0,yes
42.49336,management,married,tertiary,no,1215.754908,no,no,cellular,11.530473,jun,375.284033,2.530134,-1,0,yes
56,blue-collar,married,secondary,no,345,yes,no,telephone,22,jul,605,1,-1,0,no
49,entrepreneur,married,secondary,no,273,no,no,cellular,23,jul,58,1,-1,0,no
37,admin.,married,tertiary,no,3913,yes,no,cellular,27,apr,124,1,-1,0,yes
45,blue-collar,married,primary,no,13117,no,no,unknown,11,jun,42,2,-1,0,no
35.689866,technician,single,secondary,no,-371.553891,yes,no,cellular,16.69752,aug,1465.103698,2.83128,3.198945,2.005396,yes
43.208076,services,married,secondary,no,2476.44065,no,no,cellular,20.723886,oct,140.097951,4.366534,208.369569,2,yes
47,technician,married,secondary,no,599,yes,no,cellular,13,aug,99,3,-1,0,no
35,management,married,tertiary,no,365,no,no,cellular,21,nov,168,2,-1,0,no
37.925793,admin.,married,secondary,no,0,yes,no,cellular,22.207834,jul,1454.563312,5.538938,3.513008,1.361331,yes
63.269942,unemployed,married,secondary,no,2142.849384,no,no,cellular,24.568997,may,419.685039,1.037582,141.044776,2.840246,yes
46,management,married,tertiary,no,1008,no,no,cellular,29,aug,24,13,-1,0,no
40,technician,married,tertiary,no,0,no,no,cellular,19,aug,44,1,-1,0,no
34,management,married,tertiary,no,703,yes,no,cellular,14,apr,342,1,-1,0,yes
43,admin.,married,secondary,no,0,yes,no,cellular,17,jul,674,3,-1,0,no
27,technician,single,tertiary,no,808,yes,no,cellular,15,may,578,1,364,1,no
36,services,married,secondary,no,3064,yes,no,telephone,26,aug,240,3,107,4,no
40,self-employed,married,secondary,no,167,yes,yes,cellular,8,may,380,4,295,1,no
53,retired,married,tertiary,no,-22,yes,no,cellular,31,jul,20,3,-1,0,no
48,blue-collar,married,unknown,no,131,yes,no,unknown,6,may,189,1,-1,0,no
36.042828,management,married,tertiary,no,1143.601393,no,no,cellular,13.835577,apr,324.370122,1,213.575688,2.126201,yes
46,management,single,tertiary,no,593,yes,no,cellular,29,jan,190,3,-1,0,no
59,housemaid,married,tertiary,no,0,no,yes,cellular,29,jul,376,2,-1,0,no
80.980119,retired,married,primary,no,229.687669,no,no,cellular,22.892639,oct,110.076872,1,-1,0,yes
58,retired,married,secondary,no,235,no,no,cellular,27,aug,88,4,-1,0,no
29,services,married,secondary,no,11417,yes,no,unknown,28,may,272,2,-1,0,no
38.215821,management,married,secondary,no,-246.995845,yes,yes,cellular,19.401951,may,569.403235,1.739987,212.053572,2.357088,yes
23.691466,admin.,single,secondary,no,1102.024089,no,no,cellular,19.03623,may,852.531247,1,-1,0,yes
47,self-employed,married,secondary,yes,2,no,no,cellular,5,feb,236,2,-1,0,no
58.150894,management,married,primary,no,4197.341594,no,no,cellular,13.580937,oct,309.029855,1.666505,94.687967,9.665071,yes
50.678987,management,divorced,tertiary,no,7.778735,no,no,cellular,16.71096,apr,81.075537,1.809241,-1,0,yes
34,housemaid,married,secondary,no,0,yes,no,unknown,30,oct,154,1,-1,0,yes
31,technician,single,tertiary,no,614,no,no,cellular,11,aug,72,4,-1,0,no
46,blue-collar,married,secondary,no,4855,yes,no,cellular,10,aug,1529,1,397,1,no
41,management,married,tertiary,no,72,yes,no,unknown,7,may,764,3,-1,0,no
54.901356,admin.,married,secondary,no,4743.20904,no,no,cellular,11.682546,may,349.616013,1,123.049996,4.383152,yes
48.620486,blue-collar,married,secondary,no,2053.371603,no,no,cellular,7.918876,may,454.033259,1.246322,149.848512,0.686902,yes
33.620586,services,single,secondary,no,2410.260078,no,no,cellular,21.208463,oct,130.049679,1,161.048892,1.033751,yes
46.812476,management,married,secondary,no,3671.762369,no,no,cellular,17.979995,nov,628.681375,1.764266,73.892665,1.04011,yes
37,management,married,tertiary,no,489,yes,no,cellular,7,aug,205,5,-1,0,no
31,management,single,secondary,no,36,no,no,cellular,27,aug,105,2,-1,0,no
31,management,married,secondary,no,625,yes,no,cellular,7,apr,424,1,138,1,no
32,technician,single,secondary,no,6402,yes,no,cellular,6,may,158,1,167,1,no
49.0931,admin.,divorced,secondary,no,0,no,no,cellular,23.913541,oct,250.17478,1.063423,-1,0,yes
30.395679,management,single,tertiary,no,708.545285,yes,no,cellular,12.386682,may,587.523309,2.675228,-1,0,yes
37.790347,management,married,secondary,no,1035.348936,no,no,cellular,11.456481,feb,186.758594,1.273691,69.437345,4.772308,yes
53,entrepreneur,married,primary,no,27,yes,no,telephone,10,sep,230,3,-1,0,yes
29,management,single,tertiary,no,1026,no,no,cellular,12,nov,226,1,92,1,yes
68.142971,retired,married,tertiary,no,700.644238,no,no,cellular,8.780882,may,261.903987,2.267205,-1,0,yes
38.379886,blue-collar,married,secondary,no,2302.927961,yes,no,cellular,17.28288,may,768.717738,2.473306,-1,0,yes
49,admin.,married,primary,no,169,yes,no,cellular,15,may,82,3,-1,0,no
54.14602,unemployed,married,secondary,no,2010.961723,no,no,cellular,18.910386,feb,232.112197,1.651592,102.676196,1.998645,yes
34,blue-collar,married,secondary,no,856,yes,no,cellular,20,apr,470,1,150,5,no
36.720984,technician,married,secondary,no,6968.346573,no,no,cellular,13.591502,may,224.557319,2.610416,161.163355,4,yes
43.070241,management,married,tertiary,no,4.806914,no,no,cellular,26.096538,oct,517.785573,1.014494,-1,0,yes
36,management,single,tertiary,no,2944,no,no,cellular,18,aug,882,8,-1,0,yes
36,technician,divorced,secondary,no,487,no,yes,cellular,11,aug,268,3,-1,0,no
32.386211,unemployed,married,secondary,no,632.271275,yes,no,cellular,24.460677,may,1239.008067,2.942947,16.394736,1.259985,yes
49,management,single,primary,no,548,no,no,telephone,31,jul,115,6,-1,0,no
47.423521,management,married,tertiary,no,622.069758,no,no,cellular,18.233654,jun,313.585152,3.928767,106.322058,3.191623,yes
56.833773,retired,married,secondary,no,1043.505311,no,no,cellular,10.988852,feb,619.33156,1.152799,190.144874,3.307063,yes
52,management,married,tertiary,no,1339,yes,no,cellular,22,aug,343,5,-1,0,no
32.377113,unemployed,married,secondary,no,680.19453,yes,no,cellular,24.392089,may,1257.014743,6.676724,18.144764,1.570622,yes
38,blue-collar,married,primary,no,290,yes,no,cellular,16,apr,283,1,-1,0,no
28.941752,student,married,tertiary,no,70.450392,no,no,cellular,8.397593,apr,113.662203,2.49696,0.407433,5.604085,yes
51.989296,management,married,secondary,no,1792.705287,no,no,cellular,17.868763,oct,373.897348,1.262058,44.278635,0.017939,yes
26.868456,management,single,secondary,no,7.64771,no,no,cellular,19.503519,apr,106.613834,2.097472,-1,0,yes
32,technician,single,secondary,no,0,no,no,cellular,18,aug,594,4,-1,0,yes
64.822066,retired,married,primary,no,210.754623,no,no,cellular,16.079582,oct,98.655528,1,-1,0,yes
39.027643,management,married,tertiary,no,1299.222267,no,no,cellular,29.970171,may,222.617842,1.589225,-1,0,yes
73.859397,blue-collar,married,primary,no,4079.209166,no,no,cellular,8.885903,oct,349.32038,2.685346,-1,0,yes
29.890137,blue-collar,married,secondary,no,509.110601,no,no,cellular,12.314998,jul,677.64134,2.035901,-1,0,yes
60,management,married,primary,no,252,yes,yes,cellular,13,apr,123,2,147,3,no
40.151276,management,single,tertiary,no,5279.24537,no,no,cellular,20.656862,oct,191.40081,6.343813,-0.764789,1.175709,yes
34,self-employed,married,tertiary,no,263,no,no,cellular,4,may,203,1,78,8,no
40.407155,blue-collar,married,primary,no,662.691815,no,no,cellular,16.853641,jul,955.364075,4.399327,-1,0,yes
32,blue-collar,married,secondary,no,34,yes,no,cellular,5,may,321,2,-1,0,no
29.920219,technician,single,secondary,no,1078.209045,no,no,cellular,19.032405,may,855.660933,1,-1,0,yes
34.725844,management,married,secondary,no,1582.237136,no,no,cellular,6.96842,oct,259.13717,1,79.189356,0.370961,yes
38.192041,blue-collar,married,secondary,no,2325.471441,yes,no,cellular,17.832626,may,750.223793,3.635033,0.363396,0.000442,yes
31.207885,management,single,tertiary,no,5190.397123,no,no,cellular,19.670826,oct,191.324518,2.54137,6.324468,0.557774,yes
50,services,single,secondary,no,72,no,no,unknown,8,may,141,2,-1,0,no
29.495272,blue-collar,married,secondary,no,524.741784,no,no,cellular,9.712062,jul,679.865781,1.28915,-1,0,yes
45.228983,management,married,secondary,no,2059.941416,no,no,cellular,23.140726,oct,308.324427,1,781.77152,1,yes
77,retired,married,primary,no,680,no,no,telephone,24,feb,513,2,89,7,no
33,technician,divorced,secondary,yes,10,yes,yes,cellular,18,nov,167,5,-1,0,no
49.388625,technician,married,secondary,no,21.001114,no,no,cellular,12.531279,oct,229.920561,2.696697,-1,0,yes
33,technician,single,tertiary,no,125,no,no,telephone,29,aug,66,2,-1,0,no
49,services,married,secondary,no,786.313952,yes,no,cellular,12.66534,may,775.897782,1.319138,-1,0,yes
39,blue-collar,single,primary,no,6,yes,no,cellular,19,nov,286,2,-1,0,no
52.79738,technician,married,secondary,no,324.046816,no,no,cellular,21.584147,oct,396.119028,2.939275,181.117771,1,yes
56.815777,management,married,tertiary,no,9710.678753,no,no,cellular,19.130064,jun,237.167179,1.319135,5.940959,0.011726,yes
29,self-employed,married,secondary,no,-76,yes,no,unknown,27,may,305,2,-1,0,no
49,management,single,secondary,no,61,yes,no,cellular,29,jan,185,2,246,1,no
62.274596,unemployed,married,secondary,no,2086.965165,no,no,cellular,27.302208,aug,302.089264,1,474.456366,1.376057,yes
54,self-employed,married,secondary,no,641,yes,no,cellular,17,apr,472,1,148,2,no
39,management,single,tertiary,no,416,no,no,cellular,23,oct,56,4,-1,0,no
52.094201,unemployed,married,primary,no,3371.84493,no,no,cellular,11.753196,apr,263.967217,1.99776,-1,0,yes
36,services,married,secondary,no,42,yes,no,unknown,8,may,102,4,-1,0,no
38,blue-collar,single,primary,no,490,yes,yes,unknown,25,aug,17,1,-1,0,no
36,technician,divorced,secondary,no,5957,yes,no,cellular,18,nov,138,2,-1,0,no
55,entrepreneur,divorced,tertiary,no,0,no,no,unknown,6,jun,108,2,-1,0,no
52.510859,technician,married,secondary,no,314.724791,no,no,cellular,21.604484,oct,397.36363,1.797676,181.326325,1,yes
